"Apple Inc.",142.27
"Alphabet Inc.",843.19
"Amazon.com, Inc.",898.53
"Facebook, Inc.",143.68
"Baidu, Inc.",178.08
"Alibaba Group Holding Limited A",113.11
"TENCENT",236.40
